label,text
positivo,@yuyacst 😭😭 es tan triste pensar en esas personas que estan sufriendo tantos niñitos 💔 me parte el corazón
neutro,@FredOleaPi @OphCourse @yuyacst @ServicioAgencia Falta ayuda en San Rafael Zaragoza
positivo,@yuyacst no sabes lo feliz que estoy de que mañana vuelvasss❤
positivo,"@yuyacst tengo tu shampoo😭 no sabes lo feliz que estoy AMO COMO ME DEJA EL PELITO😍 Saludos de Argentina, te amo💕💕.… https://t.co/99P5ALvGu1"
neutro,@gabybahena2 @uggzo @yuyacst @PaoPoulain Mejor regalemosle una cruz y la a marramos
positivo,@yuyacst 😘
positivo,¡Mañana tenemos de vuelta los videos de @yuyacst!🎉
negativo,Ahora que murió Hugh Hefner me pregunto si aún buscarán a @yuyacst para que salga en @playboy_revista
positivo,"@yuyacst ¿Sigues en esa dirección?, quiero ir mañana, por fa! Dime que sí!"
negativo,"@maire_wink tú que si me harías caso, no como @yuyacst  Enséñanos a hacer ""atrapasueños"" #pls"
neutro,@dannapaola @yuyacst @pulmonarios @cindylaregia @Karmuncol  me ayudan con un retweet please o a difundir!! Es una muy buena causa!!!👆🏼👆🏼
positivo,Que boni yuyi 😍♥️@yuyacst https://t.co/vrhofDadp2
positivo,"Neta no saben como amo las instagram stories de @yuyacst es la más bonita, literal me la paso riendo💕 jaja"
positivo,Yaaa quiero videooo @yuyacst
neutro,@yuyacst :(
neutro,"@yuyacst Cómo comparar a unos perros, con bebés!"
neutro,@yuyacst Si y sueño 😴
neutro,"@yuyacst  Hola yuya  mira mi esposa esta preocupada x que no habías subido vídeos y me pidió q te siguiera en Twitter, espera que estés bien"
positivo,"Estoy loca de amor por esta mujer, la amo tanto y a su shampoo también. @yuyacst 💖 https://t.co/et15uMti6Y"
positivo,Jajaa @yuyacst te amo 💕💕💕💕🌸🌸🌸😂🙊 https://t.co/7dt5mURI1o
positivo,"@yuyacst te extraño y amo mucho, si? No lo olvides por fa"
neutro,@uggzo @yuyacst @PaoPoulain *Todo su closet*
positivo,"Que bonito se siente escucharte decir mi nombre, se me enchina la piel❤️ @yuyacst https://t.co/z7dtpkTq5b"
positivo,@yuyacst te quiero más de lo que te puedes imaginar.
positivo,Conversación entre amigas y derrepente STOP Amigas IG de @yuyacst 🙀😻. Ya te estaba echando de menos por ahí hermosa. ♥️
positivo,Te amo @yuyacst ❤️.
neutro,11:12 @yuyacst
neutro,@yuyacst https://t.co/wmuAUmlOJG
neutro,@yuyacst losiento espero que esten super bn
negativo,"@yuyacst Los perros son animales irracionales... y los hijos son seres humanos racionales, y no existe punto de comparación entre ambos!!"
positivo,"Problemas para dormir? 😴 Solo necesitas manzanilla, menta y un poco de miel, consejo de @yuyacst en Facebook!… https://t.co/u5knIANyMD"
neutro,@yuyacst Me pasa con mis 15 perros. Y ano sé si reír o llorar.😂💔
positivo,"@uggzo @yuyacst @PaoPoulain Le regalo la ropa que ya no utiliza, para que le siga poniendo ganas a eso de querer ser como ella"
positivo,Aaaaw extraño a @yuyacst me di cuenta que es la única que da buenas vibras!! y buena energías
neutro,@YuyaArgentina @yuyacst Que????😕✌👀
positivo,"Ya te extrañaba en Ig, eres la más hermosa🙊 Te quiero mucho❤ @yuyacst https://t.co/3M7eDmYBtO"
positivo,@yuyacst Tu ojo ♥️😂 https://t.co/gKMZZKKVUZ
neutro,@uggzo @yuyacst @PaoPoulain La ropa q ya usó
positivo,Te extrañé en las historias💞 @yuyacst https://t.co/kyRU3IIg1B
positivo,"@yuyacst Esto es como encontrar oro, muy pocas veces veo publicidad, hoy inclusive vi una propaganda en tv 😄 https://t.co/gtjxbsFvMa"
neutro,"@yuyacst me engañaste, dijiste que solo ardía un poquito😑"
positivo,@yuyacst RECUERDEN VOTAR!!! POR @yuyacst que está nomidana en 5 categorías en los premios @Revista_TU VOTEN!!… https://t.co/vTkMvVqdYq
positivo,Cuando queres explicar un nivel tremendo 😂😍 @yuyacst https://t.co/8fFsqsIm0x
neutro,@yuyacst Yuyita no te olvides de Tepalcingo Morelos https://t.co/X7hjz7cNLD
neutro,Yahoo respuestas 😂😂😂 @yuyacst
positivo,Soy fan de las historias en Instagram de @yuyacst y no me da vergüenza decirlo 🤓
positivo,@yuyacst tan bonita siempre tú.
neutro,Para ustedes!!! @GermanGarmendia @vegetta777 @yuyacst @werevertumorro @enchufetv (Espero y lo vean) (se que nunca lo verán) :'v
neutro,"Cuandl fui a cuernavaca, tenia la esperanza de toparme a @yuyacst  :("
neutro,"@yuyacst Si es agresiva, territorial y no esta castrada lo + probable es qe sea por eso, las perras se ponen muy ho… https://t.co/FyCDrGOxXL"
positivo,@yuyacst Yuya volve a youtube!!! te extraño
neutro,"@yuyacst Yuya castra a concha, eso va bajae su temperamento y sobre todo va hacer que no sea territorial con otros perros"
positivo,"Vi este fondo y rápidamente me acordé de ti, te quiero❤ @yuyacst https://t.co/woEhspTbsS"
neutro,Esta es la cara de César Millán escuchando los problemas que tiene conchita 😂🐶 @yuyacst https://t.co/8zMDru9PVR
neutro,Mis 4 estados de ánimo durante todo el día @yuyacst . https://t.co/ms1QhTbkYC
positivo,@adriana_vlza @yuyacst Está bien hermosa de mas😭😍❤️
neutro,JAJAJAJA TOOOOPPPP @yuyacst https://t.co/F9fRG993Rb
positivo,@celinegarcia2 @yuyacst Acabo de ver esa historia y no inventes pensé lo mismo que tú se pasa 😍😍😍❤
positivo,"Extrañaba tanto las historias de instagram de platica intensa de @yuyacst, lo juro😭❤️"
neutro,"@yuyacst seguro Concha se ""enamoro"" y es por eso que anda tan loca. A mi perra le pasó lo mismo y andaba destrozando todo"
neutro,@yuyacst 💖🐼🌟 https://t.co/78VTUrJYUy
positivo,⚠GRANDES NOTICIAS⚠ Nuestra bebé volverá con los vídeos!.😍 Ya te extrañabamos @yuyacst .😭 https://t.co/0qzqR6Adjw
positivo,Que mujeron @yuyacst https://t.co/etV2fiNR7V
positivo,Te entendemos pero te extrañábamos con los videos @yuyacst mañana te tenemos de regreso! 💕😍
positivo,Semana tres y estoy falleciendo sin video de @yuyacst
neutro,@yuyacst por qué hasta noviembre?😰
neutro,@BreenDLP @yuyacst Hahahahajajaja
positivo,Extraño ya los vídeos de @yuyacst  😢
neutro,@mf_silvestre @CesarTeo @yuyacst @Ricardo_Peralta @gissellekuri @chportocarrero @nathcampost @MarioPPineda… https://t.co/WfuYHKEBnd
neutro,"@IrmaPadillasua1 @yuyacst No sé si te malinterpreté, pero estas siendo arrogante"
positivo,"@KarlaWonk @yuyacst Y para insultar o juzgar no debes dejar este tipo de comentarios, ella quiere ayudar y la haces sentir mal"
neutro,"@KarlaWonk @yuyacst La verdad es que tampoco la conozco mucho(me suscribí a su canal, pero no la miro) pero desde m… https://t.co/fahgDCB6KP"
positivo,"@KarlaWonk @yuyacst Lo siento, no quiero ser grosera, pero.... Tu no conoces A Yuya como para decir eso"
neutro,"@CHESGAR_ADRIAN @yuyacst Es igual, es igual, las 2 están llenas de chancros y sífilis."
neutro,Oye @yuyacst para cuando un tutorial de como instalar una estufa al gas de tubería?
positivo,@yuyacst Los amo tanto enserio enserio😍
neutro,@AXIOKRIA @NessPepete @yuyacst @SedalMexico cualquier parecido con la realidad.... 😆😆  Noooo espera... Yuya??? Tuuuu???  - 😑 🔫
neutro,@uggzo @yuyacst @PaoPoulain Lo peor que vi hoy 🤢 https://t.co/QXpsYkmnRo
positivo,Voten por @betopasillas y @yuyacst 😍🙌❤🍕 @yuyacst esta nominada en 5 categorías :3❤🙌😍 #LaParejitaMasCute   https://t.co/bUifIj2VB4
neutro,@miriam_mancilla @Ctda01 @PaoPoulain @yuyacst Y Paola se ve súper ñoña alv
neutro,@yuyacst @MarialeOficial https://t.co/ozw1mWjUad Importante compartir
neutro,@PPTeamRafa @yuyacst @YouTubeMexico https://t.co/ozw1mWjUad Importante compartir
neutro,"@gabybahena2 @uggzo @yuyacst @PaoPoulain JAJAJAJA Y SI QUE LA NECESITA, regalos bergas"
neutro,@ElJuanpaZurita @yuyacst difundir ❤️🙏🏽
positivo,@yuyacst Serías una excelente mami 😍❤️
neutro,@Valee_Bo1 @yuyacst JAJAJA ustedes por qué siempre buscan que me metan a la cárcel? Ya casi soy legal y Pa salir de… https://t.co/mt1LzIl3nN
neutro,@yuyacst ¿Entonces que? Nos das cuarto o qué https://t.co/JX7Cb2kgFe
neutro,@uggzo @yuyacst @PaoPoulain Una foto autografiada y su shampoo 😂😂😂
neutro,@gabybahena2 @uggzo @yuyacst @PaoPoulain Y si sirven o que pedo? 😂😂😂
neutro,@laletyjoy @yuyacst @callodehacha ¿Y tú como puedes ayudar?🤔
neutro,@yuyacst si yuya ay q ayudar alos q mas necesitan no creen....😊😊🌹🌈
positivo,@yuyacst me encantas 💕
positivo,@yuyacst  ¡Te Extraño! 😭 https://t.co/RGSUNXsLDV
negativo,"@Malaaquita03 @PaoPoulain @yuyacst A parte de su falta de ortografía, todo lo habla en diminutivo"
negativo,@gabybahena2 @uggzo @yuyacst @PaoPoulain Ni con una de esas puede ocultar la enorme joroba que se carga.😂😂
positivo,@yuyacst Te admiró sos grande❤😍
positivo,@yuyacst Te amo❤
positivo,@yuyacst I love you!!!
positivo,@yuyacst ¿Dónde estas cuando necesito un tutorial para hacer una maqueta de cerebro? Pregunta seria. ☹️💔
neutro,"@uggzo @yuyacst @PaoPoulain Jajajaja, Manita"
neutro,@yuyacst Que feo y en su condición están miles de niños más
positivo,@yuyacst  Te Amo Preciosa 🌹
positivo,@yuyacst Holaaa
neutro,@yuyacst .... https://t.co/L682CD3T3A
negativo,@DebRyanShow Haciendo el #RetoDelSemen con @yuyacst 😂😂✋🏼 solo digo :v
neutro,@burritasabia @yuyacst @belindapop @_stephhr @ralexmegu @mariegalart
negativo,@uggzo @yuyacst @PaoPoulain Su shampoo para que le salga caspa
neutro,@uggzo @yuyacst @PaoPoulain Le dio al chilaquil no puede pedir otro mejor regalo que ese
neutro,@uggzo @yuyacst @PaoPoulain Una vida!
neutro,@uggzo @yuyacst @PaoPoulain Su ropa que ya no usa pero que ya se tomó fotos con ella 😂😂
neutro,@uggzo @yuyacst @PaoPoulain Su ropa para que ahora si sea yuya
neutro,@yuyacst Y q les llevaste para ayudarlos. Aparte de enviar su fotografia.
positivo,@yuyacst Enséñanos a hacer un atrapasueños 💚 #Porfis
neutro,@uggzo @yuyacst @PaoPoulain Le regaló toda su ropa de la temporada pasa. La que ya no va a usar
neutro,@uggzo @yuyacst @PaoPoulain 😂😂😂😂 creo que no le dio ni una sola riata que feo que sea así jajaja
neutro,"@uggzo @yuyacst @PaoPoulain A @yuyacst le llueven las felicitaciones en las redes,a la Jorobas con trabajos… https://t.co/QnAx9SVZfV"
neutro,@uggzo @yuyacst @PaoPoulain  https://t.co/B2YxQ7bv03
neutro,@uggzo @yuyacst @PaoPoulain La aldea de los pitufos
neutro,@uggzo @yuyacst @PaoPoulain Lo último de su ropa vieja más la que le dio todo el año @PaoPoulain
neutro,"@uggzo @yuyacst @PaoPoulain Quiso regalarle dignidad pero para @PaoPoulain no vale nada, así que decidió regalarle… https://t.co/4G1o08gnqZ"
positivo,@werevertumorro A @yuyacst  💖
positivo,@uggzo @yuyacst @PaoPoulain Un libro de pasos para ser yuya xdxd
neutro,@uggzo @yuyacst @PaoPoulain Le regaló un shampoo para que ya no se lo robe cada vez que va a su casa
neutro,@uggzo @yuyacst @PaoPoulain En Twitter nadie la felicito😂
neutro,@uggzo @yuyacst @PaoPoulain Le dio Un día mas para darse cuenta que no es yuya jajaja
neutro,@gabybahena2 @uggzo @yuyacst @PaoPoulain Jajajajajajaja no mamen 😂😂😂 si la Pao se para bien erguida 😂
neutro,@uggzo @yuyacst @PaoPoulain Un Giveaway
neutro,@uggzo @yuyacst @PaoPoulain Consejos para vestirse diferente y así deje de imitarla 😂😂😂
neutro,@SoyElManotas @uggzo @yuyacst @PaoPoulain Una cirugia plástica para parecerse más a @yuyacst
neutro,@uggzo @yuyacst @PaoPoulain Le dio la ropa que ya no se ponía
Positivo,@uggzo @yuyacst @PaoPoulain Que le regale poquita belleza😏
Negativo,@uggzo @yuyacst @PaoPoulain Ojalá de regalo le haya dado un poco de dignidad. Esperemos así aprenda a ser ella misma.
Positivo,@uggzo @yuyacst @PaoPoulain Manual para ser yuya for Dummies jaja
Positivo,@uggzo @yuyacst @PaoPoulain le regaló su ropa vieja para que le copie más outfits :v
Neutro,@uggzo @yuyacst @PaoPoulain Un álbum con sus fotos para que tenga más outfits.
Negativo,@uggzo @yuyacst @PaoPoulain Una mentada de madre ALV
Neutro,@uggzo @yuyacst @PaoPoulain Su shampoo
Neutro,@uggzo @yuyacst @PaoPoulain Ya le regalo ropa durante todo el año no?
Negativo,"@uggzo @yuyacst @PaoPoulain Le regaló una vida, a ver si así deja de copiar la de ella"
Positivo,@uggzo @yuyacst @PaoPoulain Le regaló una de estas 😂😂 https://t.co/vKmXc4s3hE
Negativo,@uggzo @yuyacst @PaoPoulain Que no te importe puto joto
Neutro,"Amiga @yuyacst ayer fue el cumpleaños de tu cuñada favorita @PaoPoulain, ¿Qué le regalaste? Cuéntanos manita."
Positivo,@yuyacst @M_carolinaD besitos.  Llegué bien
Positivo,@yuyacst Aún tienen su centro de acopio?
Neutro,Y ustedes @ov7oficial @yuyacst @EPN @RhGigante @7ElevenMexico @Tiendas_OXXO @PriceShoes @TheHomeDepotMx @CocaColaMx… https://t.co/R3fNVffJbs
Positivo,@yuyacst @yuyacst muy bonito sigue a si
Negativo,@AXIOKRIA @yuyacst @SedalMexico A Nury Jimenez (youtuber) le pasó lo mismo 😐😐😐
Neutro,@Rubiu5 @GermanGarmendia @mangelrogel @ladivaza @aLexBY11 @auronplay @YellowMellowMG @CelopanYT @dosogas @LuzuGames @yuyacst 11:11
Neutro,@FacuFernandez53 .@yuyacst Necesitamos algunas respuestas aquí.
Positivo,@yuyacst pero aun asi los amamos 😍😍😍😍
Neutro,"@yuyacst SOMOS ALUMNOS DE LA FCPYS UNAM,BRINDAMOS AYUDA POR EL SISMO PERO NECESITAMOS FINANCIAMIENTO, EN TODAS LAS ESFERAS, AYUDAA"
Positivo,"Hola! @yuyacst nos ayudarías dando RT a este post, es una campaña crowdfunding para las comunidades afectadas por e… https://t.co/iAN9tCIzgK"
Negativo,"@AXIOKRIA @muso98_ @yuyacst @SedalMexico Deja el mame, el shampoo no es para tu tipo de pelo, solo deja de usarlo y todo sera como antes."
Neutro,@ElJuanpaZurita @liverpoolmexico  @SedalMexico  @yuyacst  @LanaDelRey  v:
Neutro,@yuyacst Nadie más que yo.
Positivo,@yuyacst Toda tu Yuya eres hermosa
Neutro,"@AXIOKRIA @yuyacst @SedalMexico A mi me funciona súper bien, sobre todo él acondicionador y la crema para peinar, m… https://t.co/VQAnwLEJqi"
Neutro,@LuisitoComunica @maya_lopz @yuyacst https://t.co/1DIniX22fK
Positivo,"@yuyacst Hola yuya , podrías apoyarnos a compartir este centro de acopio que esta al sur de la cuidad, te lo agradeceríamos mucho!"
Positivo,Anoche soñé con @yuyacst y @betopasillas y fue tan bonito 😍😍😍😍
Positivo,Eres hermosa. 💕 @yuyacst https://t.co/CLCyJwI3r9
Neutro,@yuyacst Si todos hacemos despensas con los productos básicos y los entregamos personalmente a las   personas nesecitadas sería muy bueno
Neutro,@México Vamos México hay levantarse y reconstruír #México unidos @livingdisrobed @yuyacst @BeautyJunkiesMX https://t.co/bIqZhS2yeN
Neutro,@SedalMexico @yuyacst Ya tienen la nueva fecha para presentarse yuya en monterrey?
Negativo,"@yuyacst @callodehacha Bueno ¿y? Aprovecha tu audiencia y showcito para ayudar de alguna forma, no sólo te cuelgues de la desgracia."
Positivo,@SrPavia @yuyacst Con todoooo 👀
Positivo,Oye @yuyacst te quiero❤️
Neutro,@MyloBrizuela @CaELiKe @yuyacst @Cajafresca @TubeRadio985 RT al tweet original es urgente y precaria la situación https://t.co/Sazs3LQxMs
Neutro,Amigos https://t.co/KqgWGcD2oL Este vídeo dedicado a @ESCORPIONGOLDEN @yuyacst @GermanGarmendia @AndresNavyz @Mexivergas @ElJuanpaZurita rt
Neutro,"@maiae_ @ChumelTorres @dannapaola @PrinceRoyce @RafaelCabaliere @ponchohd @yuyacst Hola, ¿Podrían darle compartir?… https://t.co/N6IFFrWlje"
Positivo,@yuyacst te quiero mucho 💕
Neutro,@Rubiu5 @GermanGarmendia @mangelrogel @ladivaza @aLexBY11 @auronplay @YellowMellowMG @CelopanYT @dosogas @LuzuGames @yuyacst 00:00
Neutro,@yuyacst @AlejoIgoa  xfabor
Positivo,@yuyacst Que bonita eres.💕 @yuyacst
Positivo,"@yuyacst  Hasta que al fin hoyy llegó a mi ciudad!  La más emocionada, no tienes idea yuyita! Feliz por tus logros!… https://t.co/QytdbDn2yy"
Neutro,@ArelyTellez @gabyramiirezz @HmGerardo @hm @JuanBertheau @betopasillas @yuyacst @ElJuanpaZurita Tenemos que ayudar… https://t.co/Fu6ZkDdzbU
Neutro,@KarmenRoblez @AXIOKRIA @yuyacst @SedalMexico GGG ;3
Positivo,@Unibloo @AXIOKRIA @yuyacst @SedalMexico 😂😂😂 neta que risa
Neutro,@KarmenRoblez @AXIOKRIA @yuyacst @SedalMexico Peor le dicen a EPN no se anda quejando 😂😂😂
Negativo,"@Unibloo @AXIOKRIA @yuyacst @SedalMexico Platica de mujeres, no se ria! 😂"
Positivo,"@yuyacst te quiero muchísimo, la labor que haces es increíble, eres alguien admirable, ten una linda noche. 💕✨"
Neutro,@yuyacst @joe_trouble  ahí te hablan Todo tú
Neutro,@yuyacst Hola yuya como estas
Negativo,@VomitoAnal @yuyacst @Tixi_tixtix Pues ponte con una lana
Positivo,@yuyacst @betopasillas @dosogas @serch_pr ayuden para la recolección de hogares para los afectados❤️#LoveArmyMexico @ElJuanpaZurita
Neutro,@yuyacst  haciendo tutoriales en el año 2067 https://t.co/wImZIuQFwp
Neutro,@yuyacst Y esta llueve y llueve...
Neutro,@ElJuanpaZurita @yuyacst @betopasillas  @MarianaaBonilla  @LoganPaul  @PPTeamKaren  @PPTeamLesslie  @PPTeamRafa  @iTunes
Neutro,@ElJuanpaZurita @yuyacst @PPTeamRafa @PPTeamLesslie @PPTeamKaren #LoveArmyMexico
Neutro,@yuyacst qlito. :v
Neutro,@yuyacst Mariand
Positivo,@yuyacst Los amo
Neutro,@AXIOKRIA @yuyacst @SedalMexico 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂
Positivo,Hola te amo y te extraño mucho @yuyacst x2 https://t.co/RSMbgLmhOt
Neutro,@yuyacst Hola
Positivo,Hola te amo y extraño mucho @yuyacst
Positivo,Saca más tutoriales de peinados @yuyacst estoy pelona y no se q hacer 😫😫
Negativo,@abuelataty @Grafocafe @OphCourse @yuyacst @ServicioAgencia La info es de hace 6 días. Evidentemente ya cambió la info
Neutro,@yuyacst Hola tuya
Positivo,@yuyacst Por favor danos la dirección exacta para poder llevarle directamente ayuda a esta familia
Neutro,Aun no lo puedo creer que lo tenga desde que dijiste que iban a venir a Perú los estuve esperando.  @yuyacst  Salud… https://t.co/NXhyLkdQYg
Neutro,@FredOleaPi @Grafocafe @OphCourse @yuyacst @ServicioAgencia Les falta agregar asan Dionisio del mar  Oaxaca
Positivo,@yuyacst Te quier
Positivo,@yuyacst Todo yo😳❤️😘
Positivo,Por finnnn se me hará probarlo. 🙌🏻🍃🌸🌻 @yuyacst https://t.co/ipt6eVe569
Positivo,@yuyacst Excelente yuya dios los bendiga y hagan esas entregas directas a nuestro pueblo
Positivo,"@yuyacst Por cierto, hacen linda pareja beto y tu"
Neutro,@yuyacst Al rato paola va a querer tuitear lo mismo con fichis
Neutro,@urbandfive @AdelineMx @HeffronDrive @jamesmaslow @SebasMendezMX @edsheeran @adriana4853 @yuyacst @CaELiKe… https://t.co/Tn7byda1JD
Negativo,@yuyacst Ayuda a esa guapura no??? Da algo de tus billetes no seas coda!!
Negativo,@AXIOKRIA @yuyacst @SedalMexico pero es algo de lo que siempre eh sufrido.
Neutro,@AXIOKRIA @yuyacst @SedalMexico igual me imagino que tiene que ver con la sensibilidad del cuero cabelludo mi cabel… https://t.co/CgJx4C0hf5
Positivo,@yuyacst Siempre ustedes ❤❤😍 .
Positivo,@yuyacst Para mi amor
Neutro,@Xibere @ElJuanpaZurita @yuyacst @CesarTeo @gissellekuri @chportocarrero @nathcampost @zantyferry @SoyHomosensual… https://t.co/cr9mBidiGa
Neutro,@mf_silvestre @ElJuanpaZurita @yuyacst @CesarTeo @gissellekuri @chportocarrero @nathcampost @zantyferry… https://t.co/XnnYayoyce
Neutro,@Alethecat_ @yuyacst @SedalMexico No lo ocupe diario... Seguí las indicaciones de la marca!
Positivo,Desde cuando @yuyacst sale en la tele? https://t.co/4BHNlEheEO
Negativo,@yuyacst 😣 Como el chavo. Todo yo 😠 todo yo 😠 diria el chavo: ¿ Alguien que no sea yo? 😏
Neutro,"@AXIOKRIA @yuyacst @SedalMexico ajajajaja me paso lo mismo, creo que por lo mismo que es detox no se debe ocupar diario."
Neutro,@Familia_Guapura @yuyacst @Sergecast 😭😍
Neutro,@ChumelTorres @yuyacst magnate Yuya
Positivo,El mejor youtuber @PlaticaPolinesi @yuyacst @PPTeamRafa @PPTeamKaren @PPTeamLesslie
Neutro,@calleypocheoffi @villalobossebas @Soymarioruiz @AnasoClash @lelepons @dosogas @yuyacst @mathisellanes… https://t.co/2qfhL1Af4e
Positivo,Entrar a YouTube y encontrarte con esta sorpresa❤ @yuyacst @yuyacst https://t.co/BvGyVCp67G
Positivo,Wow súper doblaje @nemoaponte . Ahí los mencionan @yuyacst @ESCORPIONGOLDEN @ElJuanpaZurita 😂#youtubers https://t.co/uQ3k9P7rOF
Positivo,preparate cuando ande cursi ahr @yuyacst https://t.co/QqEp3Ewz2g
Positivo,@yuyacst Tú lo eras todo.
Negativo,@yuyacst Sólo yo☹
Neutro,@ElJuanpaZurita @yuyacst @betopasillas
Neutro,@yuyacst  https://t.co/uOgffp0M4w
Neutro,@ElJuanpaZurita @monlaferte @RioRomamx @yuyacst @RenoRojas ÚNANSE 🙏🏼🙏🏼
Neutro,@yuyacst #mexicotequiero https://t.co/Y2gUJo5Wx4
Neutro,@yuyacst Los niños son la mayor bendicion de dios yel mayor horgullo de una madre
Neutro,@AXIOKRIA @yuyacst @SedalMexico jajajaja a mi tampoco me funcionó jajajaja me sacó caspa y me resecó el cuero cabel… https://t.co/qcmsiolM1U
Neutro,@lopezdoriga @yuyacst  https://t.co/Ez3vndgYi4
Negativo,"@yuyacst @callodehacha ""Mira esa familia lo perdió todo, ¡LOS AYUDA...nah mejor subiré su foto a Twitter."" -Yuya."
Positivo,@yuyacst Me hace feliz❤️.
Neutro,#mother @yuyacst https://t.co/xNUXR854T8
Neutro,@NewsweekEspanol @yuyacst @DieAlfaro @warkentin @ursulapruneda @apchavira @iliacalderon @malamadremx Suficiente para PADRE NUESTRO y CREDO
Neutro,@NewsweekEspanol @yuyacst @DieAlfaro @warkentin @ursulapruneda @apchavira @iliacalderon @malamadremx Ser CLARO y CONCISO es lo que atrae !!
Negativo,@yuyacst @Sergecast ☹️☹️☹️☹️💔 https://t.co/LToRcgP13g
Neutro,@AXIOKRIA @yuyacst @SedalMexico A mi me funciona por que el mío es chino y super alborotado y con esa queda bonis.
Negativo,@AXIOKRIA @ladygagapoledan @yuyacst @SedalMexico Tranquila chica. Yo lo dije sarcasticamente...sólo olvidé poner al… https://t.co/d6LGJh4RaV
Neutro,Vamo a probar el shampoo de @yuyacst https://t.co/4M81MHVQ6r
Positivo,@yuyacst @yuyacst  en él mejor momento de tu vida llegaran y serán hermosos
Neutro,"@muso98_ @yuyacst @SedalMexico A mí eso no, solo la resequedad y por consecuencia la comezón! La verdad no sé si ah… https://t.co/2mUKCe7oSp"
Neutro,@phiizz @yuyacst @SedalMexico Nunca uso crema para peinar ya que mi cabello es sumamente dócil!
Negativo,@yuyacst me parte el corazón😞💔.
Neutro,@ladygagapoledan @NatalyGlass @yuyacst @SedalMexico Como si yo hubiera atacado a la yuyis! Solo dije lo que me pasa… https://t.co/Exkv4jA2fs
Neutro,@NewsweekEspanol @yuyacst @DieAlfaro @warkentin @ursulapruneda @apchavira @iliacalderon @malamadremx Nee es buen re… https://t.co/t72CsxryNH
Neutro,@yuyacst Hola como estas espero que nos conozcamos
Neutro,@yuyacst Yo done medicina 😩 me dió mucha tristeza
Neutro,@AXIOKRIA @yuyacst @SedalMexico Pero la crema para peinar es una maravilla. :3
Positivo,@yuyacst Que lindos son 😍
Neutro,"@AXIOKRIA @yuyacst @SedalMexico A mi también me ha picado mucho la cabeza, jamás había sido alguien con caspa hasta… https://t.co/t0qS4LFmHa"
Neutro,¡2 MILLONES SOMOS! AJUA AJUA  ♥ -Yuya @yuyacst ¿Qué sucede si en pleno 2017 aún me acuerdo de esta canción? 😍💕 https://t.co/qv4XJZwhST
Positivo,@yuyacst ¡Te amo Yuyita!
Negativo,"@NatalyGlass @AXIOKRIA @yuyacst @SedalMexico ""Piojosa tienes la cabeza"" JAJAJAJAJA bendita gente sin comprensión ni sentido común 😂😂 🐶🐻"
Neutro,@GottaGetOutt @yuyacst Yuya desbloque a mi amix plox no ves q sufre mucho
Negativo,@muso98_ @AXIOKRIA @yuyacst @SedalMexico Lo mismo! 😔 Qué triste 😪
Neutro,@yuyacst #Colombia  #KikaNieto
Positivo,@yuyacst Ayy yuyita de mama no manches serias a mejorr
Neutro,@Intothecaro_ @yuyacst Preguntale
